from,to,letters saved,percentage of word saved,word precedence
fortu,fortun,1,0.16666666666666666,
fortre,fortress,2,0.25,14679
fortra,fortran,1,0.14285714285714285,15036
forgott,forgotten,2,0.2222222222222222,4750
forgo,forgot,1,0.16666666666666666,2515
forgiven,forgiveness,3,0.2727272727272727,15355
forgi,forgive,2,0.2857142857142857,12859
forbi,forbidden,4,0.4444444444444444,9547
forbe,forbes,1,0.16666666666666666,9601
forreste,forrester,1,0.1111111111111111,19428
forr,forrest,3,0.42857142857142855,15398
founda,foundation,4,0.4,1249
foundi,founding,2,0.25,10366
foundr,foundry,1,0.14285714285714285,16967
fount,fountain,3,0.375,8062
fourte,fourteen,2,0.25,13641
fouri,fourier,2,0.2857142857142857,18892
foug,fought,2,0.3333333333333333,9433
followi,following,2,0.2222222222222222,317
follower,followers,1,0.1111111111111111,14276
followu,followup,1,0.125,10926
foll,follow,2,0.3333333333333333,1163
foldi,folding,2,0.2857142857142857,7877
folkl,folklore,3,0.375,15299
fole,foley,1,0.2,16074
folia,foliage,2,0.2857142857142857,16640
footb,football,3,0.375,1473
footw,footwear,3,0.375,6439
foota,footage,2,0.2857142857142857,8082
footn,footnote,3,0.375,11950
foote,footer,1,0.16666666666666666,12450
footj,footjob,2,0.2857142857142857,15824
footp,footprint,4,0.4444444444444444,17173
fooli,foolish,2,0.2857142857142857,16071
focusi,focusing,2,0.25,6815
focu,focus,1,0.2,1229
foca,focal,1,0.2,9080
fosteri,fostering,2,0.2222222222222222,17571
fost,foster,2,0.3333333333333333,4459
foss,fossil,2,0.3333333333333333,9696
fot,foto,1,0.25,4817
foa,foam,1,0.25,6741
fow,fowler,3,0.5,13554
fom,fomit,2,0.4,18500
fronti,frontier,2,0.25,8621
frontp,frontpage,3,0.3333333333333333,9536
frontg,frontgate,3,0.3333333333333333,14331
frontl,frontline,3,0.3333333333333333,15167
fronta,frontal,1,0.14285714285714285,19400
fron,front,1,0.2,793
froz,frozen,2,0.3333333333333333,6603
fros,frost,1,0.2,8984
freedo,freedom,1,0.14285714285714285,2075
freewar,freeware,1,0.125,5643
freew,freewa,1,0.16666666666666666,
freebs,freebsd,1,0.14285714285714285,7200
freebi,freebies,2,0.25,15165
freela,freelance,3,0.3333333333333333,8091
freeli,freelists,3,0.3333333333333333,19760
freezi,freezing,2,0.25,12520
freem,freeman,2,0.2857142857142857,10412
frees,freestyle,4,0.4444444444444444,11290
freep,freeport,3,0.375,19790
frenc,french,1,0.16666666666666666,992
frenz,frenzy,1,0.16666666666666666,18664
freshma,freshman,1,0.125,10257
freshme,freshmen,1,0.125,18586
freshw,freshwater,4,0.4,11026
freshl,freshly,1,0.14285714285714285,16959
fresn,fresno,1,0.16666666666666666,10252
frequentl,frequently,1,0.1,2480
frequenci,frequencies,2,0.18181818181818182,9620
frequ,frequen,2,0.2857142857142857,
frede,frederic,3,0.375,18825
fredd,freddie,2,0.2857142857142857,17030
frei,freight,3,0.42857142857142855,7014
frem,fremont,3,0.42857142857142855,13645
friendsh,friendship,2,0.2,6594
friendl,friendly,1,0.125,1253
frien,friend,1,0.16666666666666666,502
friedm,friedman,2,0.25,13392
friedr,friedrich,3,0.3333333333333333,17122
frida,friday,1,0.16666666666666666,938
fridg,fridge,1,0.16666666666666666,9521
frin,fringe,2,0.3333333333333333,12179
fric,friction,4,0.5,13820
frit,fritz,1,0.2,16091
francesc,francesco,1,0.1111111111111111,19892
francisc,francisco,1,0.1111111111111111,1799
franci,francis,1,0.14285714285714285,5145
franchisi,franchising,2,0.18181818181818182,17662
franch,franchis,2,0.25,
francoi,francois,1,0.125,16103
franca,francais,2,0.25,15363
frankli,franklin,1,0.125,4155
frankf,frankfurt,3,0.3333333333333333,9905
franki,frankie,1,0.14285714285714285,15125
framew,framework,3,0.3333333333333333,2456
frami,framing,2,0.2857142857142857,8901
fraudu,fraudulent,4,0.4,15351
fraue,frauen,1,0.16666666666666666,18698
fragr,fragrance,4,0.4444444444444444,7368
fragmenta,fragmentation,4,0.3076923076923077,19242
fragm,fragment,3,0.375,10899
fragi,fragile,2,0.2857142857142857,14235
fractiona,fractional,1,0.1,17568
fracti,fraction,2,0.25,7856
fractu,fracture,2,0.25,14594
frac,fract,1,0.2,
fras,fraser,2,0.3333333333333333,9529
frat,fraternity,6,0.6,15154
frui,fruit,1,0.2,3341
frustratio,frustration,1,0.09090909090909091,13242
frustratin,frustrating,1,0.09090909090909091,15737
frustrate,frustrated,1,0.1,13264
frus,frustrat,4,0.5,
firstl,firstly,1,0.14285714285714285,15333
firstg,firstgov,2,0.25,18653
firs,first,1,0.2,82
firefo,firefox,1,0.14285714285714285,4507
firefi,firefighter,5,0.45454545454545453,18979
firefl,firefly,1,0.14285714285714285,18565
firewa,firewall,2,0.25,5281
firewi,firewire,2,0.25,8898
firewo,fireworks,3,0.3333333333333333,11117
firep,fireplace,4,0.4444444444444444,9633
firea,firearm,2,0.2857142857142857,17544
firmw,firmware,3,0.375,9845
firml,firmly,1,0.16666666666666666,11405
firi,firing,2,0.3333333333333333,11297
findi,finding,2,0.2857142857142857,2175
finde,finder,1,0.16666666666666666,3644
findl,findlaw,2,0.2857142857142857,8038
finda,findarticles,7,0.5833333333333334,8838
financiall,financially,1,0.09090909090909091,13245
financia,financial,1,0.1111111111111111,525
financin,financing,1,0.1111111111111111,3309
finan,financ,1,0.16666666666666666,
finall,finally,1,0.14285714285714285,1676
finep,finepix,2,0.2857142857142857,14352
finel,finely,1,0.16666666666666666,17959
finishi,finishing,2,0.2222222222222222,7969
finis,finish,1,0.16666666666666666,2673
finit,finite,1,0.16666666666666666,7629
finl,finland,3,0.42857142857142855,4188
fingeri,fingering,2,0.2222222222222222,6428
fingerp,fingerprint,4,0.36363636363636365,16881
fingert,fingertips,3,0.3,17878
fing,finger,2,0.3333333333333333,4907
finni,finnish,2,0.2857142857142857,8073
finc,finch,1,0.2,18592
filesi,filesize,2,0.25,13369
filesy,filesystem,4,0.4,15649
filen,filename,3,0.375,6183
filem,filemaker,4,0.4444444444444444,16410
filep,fileplanet,5,0.5,17776
filmo,filmography,6,0.5454545454545454,12130
filmi,filming,2,0.2857142857142857,16226
filmm,filmmakers,5,0.5,19621
filteri,filtering,2,0.2222222222222222,6247
filtere,filtered,1,0.125,14294
filte,filter,1,0.16666666666666666,1523
filtr,filtration,5,0.5,13591
filli,filling,2,0.2857142857142857,6639
filin,filing,1,0.16666666666666666,4458
filip,filipino,3,0.375,16044
fieldi,fielding,2,0.25,17918
fiel,field,1,0.2,573
fies,fiesta,2,0.3333333333333333,11421
fierc,fierce,1,0.16666666666666666,15141
fiv,five,1,0.25,763
figuri,figurine,2,0.25,16941
figu,figur,1,0.2,
fighti,fighting,2,0.25,3675
fighte,fighter,1,0.14285714285714285,8202
figh,fight,1,0.2,2574
fitn,fitness,3,0.42857142857142855,1468
fitte,fitted,1,0.16666666666666666,7421
fitti,fitting,2,0.2857142857142857,7771
fitz,fitzgerald,6,0.6,11960
fishi,fishing,2,0.2857142857142857,1990
fisheri,fisheries,2,0.2222222222222222,6829
fisherma,fisherman,1,0.1111111111111111,15485
fisherme,fishermen,1,0.1111111111111111,17439
fisca,fiscal,1,0.16666666666666666,3254
fisch,fischer,2,0.2857142857142857,12404
fisti,fisting,2,0.2857142857142857,5434
fixt,fixture,3,0.42857142857142855,14917
fixi,fixing,2,0.3333333333333333,10676
fictiona,fictional,1,0.1111111111111111,18141
fic,fiction,4,0.5714285714285714,1734
fifte,fifteen,2,0.2857142857142857,8687
fiberg,fiberglass,4,0.4,15451
fibe,fiber,1,0.2,4450
fibr,fibre,1,0.2,9891
fij,fiji,1,0.25,7156
fior,fioricet,4,0.5,9569
fion,fiona,1,0.2,16086
fide,fidelity,4,0.5,12504
fidd,fiddle,2,0.3333333333333333,18730
fia,fiat,1,0.25,12986
fullert,fullerton,2,0.2222222222222222,18238
fulle,fuller,1,0.16666666666666666,11784
fulfille,fulfilled,1,0.1111111111111111,13916
fulfillm,fulfillment,3,0.2727272727272727,14047
fulfilli,fulfilling,2,0.2,14664
fulf,fulfil,2,0.3333333333333333,18874
fult,fulton,2,0.3333333333333333,12903
futur,future,1,0.16666666666666666,640
futun,futuna,1,0.16666666666666666,14796
fut,futu,1,0.25,
furtherm,furthermore,3,0.2727272727272727,5573
furt,further,3,0.42857142857142855,723
furnit,furniture,3,0.3333333333333333,1190
furnishi,furnishing,2,0.2,17640
furnishe,furnished,1,0.1111111111111111,7874
furnis,furnish,1,0.14285714285714285,15082
furna,furnace,2,0.2857142857142857,13846
furi,furious,3,0.42857142857142855,16834
furr,furry,1,0.2,18160
functionali,functionality,2,0.15384615384615385,5020
functiona,functional,1,0.1,1953
functioni,functioning,2,0.18181818181818182,9336
funct,function,3,0.375,852
fundi,funding,2,0.2857142857142857,1728
fundamentall,fundamentally,1,0.07692307692307693,16651
funda,fundamental,6,0.5454545454545454,4427
funde,funded,1,0.16666666666666666,4528
fundraisi,fundraising,2,0.18181818181818182,8450
fundraise,fundraiser,1,0.1,17136
fundr,fundrais,3,0.375,
funn,funny,1,0.2,2346
fune,funeral,3,0.42857142857142855,5131
funga,fungal,1,0.16666666666666666,19755
fucki,fuckin,1,0.16666666666666666,18061
fucker,fuckers,1,0.14285714285714285,18988
fuc,fuck,1,0.25,2065
fue,fuel,1,0.25,2062
fusi,fusion,2,0.3333333333333333,5809
fujit,fujitsu,2,0.2857142857142857,7731
fujif,fujifilm,3,0.375,14504
fuj,fuji,1,0.25,8983
fuz,fuzzy,2,0.4,9747
fud,fudge,2,0.4,17687
familie,families,1,0.125,1741
familiari,familiarity,2,0.18181818181818182,18907
familia,familiar,1,0.125,4262
fami,famil,1,0.2,
famo,famous,2,0.3333333333333333,2716
faxe,faxes,1,0.2,12847
faqf,faqfaq,2,0.3333333333333333,17682
fastes,fastest,1,0.14285714285714285,7038
fasten,fasteners,3,0.3333333333333333,16800
fashione,fashioned,1,0.1111111111111111,11991
fashiona,fashionable,3,0.2727272727272727,16262
fash,fashion,3,0.42857142857142855,1872
fasc,fascinating,7,0.6363636363636364,9252
factorie,factories,1,0.1111111111111111,13878
factorin,factoring,1,0.1111111111111111,18275
facto,factor,1,0.16666666666666666,2089
factu,factual,2,0.2857142857142857,13805
facti,faction,2,0.2857142857142857,19816
facesi,facesitting,5,0.45454545454545453,14377
faciliti,facilities,2,0.2,1135
facilitatin,facilitating,1,0.08333333333333333,14704
facilitatio,facilitation,1,0.08333333333333333,19405
facilitato,facilitator,1,0.09090909090909091,16477
facilita,facilitat,1,0.1111111111111111,
facil,facilit,2,0.2857142857142857,
facin,facing,1,0.16666666666666666,4967
facia,facial,1,0.16666666666666666,5167
faculti,faculties,2,0.2222222222222222,15723
facu,facult,2,0.3333333333333333,
facs,facsimile,5,0.5555555555555556,13941
farme,farmer,1,0.16666666666666666,5866
farmingt,farmington,2,0.2,16027
farmi,farming,2,0.2857142857142857,7401
farmh,farmhouse,4,0.4444444444444444,19314
farew,farewell,3,0.375,13792
farg,fargo,1,0.2,11503
faro,faroe,1,0.2,14110
fart,farther,3,0.42857142857142855,14789
farr,farrell,3,0.42857142857142855,14996
falli,falling,2,0.2857142857142857,5300
falle,fallen,1,0.16666666666666666,7487
fals,false,1,0.2,2391
falc,falcon,2,0.3333333333333333,10846
falk,falkland,4,0.5,12272
favori,favorite,2,0.25,1310
favora,favorable,3,0.3333333333333333,11527
favore,favored,1,0.14285714285714285,17565
favouri,favourite,2,0.2222222222222222,3162
favoura,favourable,3,0.3,19182
favou,favour,1,0.16666666666666666,9807
fairl,fairly,1,0.16666666666666666,4761
fairfi,fairfield,3,0.3333333333333333,9241
fairfa,fairfax,1,0.14285714285714285,11084
fairm,fairmont,3,0.375,12974
fairn,fairness,3,0.375,13197
fairb,fairbanks,4,0.4444444444444444,16533
fairi,fairies,2,0.2857142857142857,17527
fairv,fairview,3,0.375,18421
faithf,faithful,2,0.25,10348
fait,faith,1,0.2,2240
failu,failure,2,0.2857142857142857,2277
faile,failed,1,0.16666666666666666,2592
faili,failing,2,0.2857142857142857,8214
fainte,fainter,1,0.14285714285714285,19764
fain,faint,1,0.2,15134
fath,father,2,0.3333333333333333,1691
fata,fatal,1,0.2,8191
fatt,fatty,1,0.2,9617
fati,fatigue,3,0.42857142857142855,10054
fantast,fantastic,2,0.2222222222222222,4088
fantasi,fantasies,2,0.2222222222222222,15613
fant,fantas,2,0.3333333333333333,
fanc,fancy,1,0.2,6822
fabricati,fabrication,2,0.18181818181818182,12309
fabricate,fabricated,1,0.1,17999
fabrica,fabricat,1,0.125,
fabr,fabric,2,0.3333333333333333,3981
fabu,fabulous,4,0.5,7914
fabl,fable,1,0.2,19484
faul,fault,1,0.2,5044
faun,fauna,1,0.2,16134
fauc,faucet,2,0.3333333333333333,18282
fak,fake,1,0.25,6133
fadi,fading,2,0.3333333333333333,17875
fayettev,fayetteville,4,0.3333333333333333,14445
fay,fayette,4,0.5714285714285714,18042
fah,fahrenheit,7,0.7,19369
featuri,featuring,2,0.2222222222222222,3591
featu,featur,1,0.16666666666666666,
feath,feather,2,0.2857142857142857,12982
feare,feared,1,0.16666666666666666,15831
feasibl,feasible,1,0.125,11240
feasibi,feasibility,4,0.36363636363636365,11479
feasi,feasib,1,0.16666666666666666,
feedb,feedback,3,0.375,513
feedi,feeding,2,0.2857142857142857,5584
feede,feeder,1,0.16666666666666666,12466
feeli,feeling,2,0.2857142857142857,2934
fewe,fewer,1,0.2,5830
febr,february,4,0.5,608
federall,federally,1,0.1111111111111111,16098
federati,federation,2,0.2,4627
federate,federated,1,0.1111111111111111,15765
feder,federa,1,0.16666666666666666,
fedo,fedora,2,0.3333333333333333,10779
femal,female,1,0.16666666666666666,1235
femd,femdom,2,0.3333333333333333,11054
feminin,feminine,1,0.125,13908
femi,femini,2,0.3333333333333333,
femm,femme,1,0.2,15291
fellowsh,fellowship,2,0.2,6849
fello,fellow,1,0.16666666666666666,4244
feli,felix,1,0.2,13341
felo,felony,2,0.3333333333333333,14290
festiva,festival,1,0.125,2491
festi,festiv,1,0.16666666666666666,
fes,fest,1,0.25,11245
fetisc,fetisch,1,0.14285714285714285,17658
feti,fetis,1,0.2,
feta,fetal,1,0.2,13512
fetc,fetch,1,0.2,14103
fetu,fetus,1,0.2,19032
ferra,ferrari,2,0.2857142857142857,8860
ferrie,ferries,1,0.14285714285714285,17680
fertilit,fertility,1,0.1111111111111111,10244
fertiliz,fertilizer,2,0.2,15019
fert,fertil,2,0.3333333333333333,
ferg,ferguson,4,0.5,11189
fernande,fernandez,1,0.1111111111111111,18939
ferna,fernand,2,0.2857142857142857,
ferd,ferdinand,5,0.5555555555555556,14706
fev,fever,2,0.4,6934
fenci,fencing,2,0.2857142857142857,12738
fend,fender,2,0.3333333333333333,11517
feo,feof,1,0.25,9201
florid,florida,1,0.14285714285714285,931
floris,florist,1,0.14285714285714285,5120
floren,florence,2,0.25,6185
floweri,flowering,2,0.2222222222222222,16806
flowe,flower,1,0.16666666666666666,2394
flowi,flowing,2,0.2857142857142857,11247
floori,flooring,2,0.25,7805
floodi,flooding,2,0.25,12139
floode,flooded,1,0.14285714285714285,18922
floati,floating,2,0.25,6980
floa,float,1,0.2,6802
floy,floyd,1,0.2,7708
flopp,floppy,1,0.16666666666666666,8389
flou,flour,1,0.2,9856
floc,flock,1,0.2,15057
flashi,flashing,2,0.25,3886
flasher,flashers,1,0.125,9545
flashl,flashlight,4,0.4,15770
flas,flash,1,0.2,1173
flatb,flatbed,2,0.2857142857142857,19586
flagsh,flagship,2,0.25,18152
flagst,flagstaff,3,0.3333333333333333,18545
flami,flaming,2,0.2857142857142857,17808
flavore,flavored,1,0.125,18113
flavou,flavour,1,0.14285714285714285,18058
flav,flavo,1,0.2,
flawe,flawed,1,0.16666666666666666,17334
flar,flare,1,0.2,16631
flai,flair,1,0.2,17944
flig,flight,2,0.3333333333333333,2060
flic,flick,1,0.2,16464
flie,flies,1,0.2,10203
flin,flint,1,0.2,13243
flir,flirt,1,0.2,18578
flyi,flying,2,0.3333333333333333,3991
flye,flyer,1,0.2,9217
flyn,flynn,1,0.2,17131
flexibl,flexible,1,0.125,3721
flexibi,flexibility,4,0.36363636363636365,5171
flexi,flexib,1,0.16666666666666666,
fleec,fleece,1,0.16666666666666666,8968
fles,flesh,1,0.2,8204
flet,fletcher,4,0.5,12780
flem,fleming,3,0.42857142857142855,14410
flui,fluid,1,0.2,5085
flushi,flushing,2,0.25,19107
flus,flush,1,0.2,9329
flut,flute,1,0.2,11428
fluorescenc,fluorescence,1,0.08333333333333333,16525
fluo,fluorescen,6,0.6,
fluc,fluctuations,8,0.6666666666666666,13094
fluf,fluffy,2,0.3333333333333333,19915
fge,fgets,2,0.4,11666
fpr,fprintf,4,0.5714285714285714,19327
byt,byte,1,0.25,5956
byp,bypass,3,0.5,10256
byro,byron,1,0.2,10834
byrn,byrne,1,0.2,17222
byl,bylaws,3,0.5,14367
beetl,beetle,1,0.16666666666666666,13303
beeth,beethoven,4,0.4444444444444444,15133
beec,beech,1,0.2,16015
besti,bestiality,5,0.5,4143
bestselle,bestsellers,2,0.18181818181818182,5366
bestselli,bestselling,2,0.18181818181818182,10042
bests,bestsell,3,0.375,
besi,beside,2,0.3333333333333333,9425
bef,before,3,0.5,229
becau,because,2,0.2857142857142857,235
becam,became,1,0.16666666666666666,2162
becomi,becoming,2,0.25,3377
beco,becom,1,0.2,
becke,becker,1,0.16666666666666666,12475
betw,between,3,0.42857142857142855,259
bette,better,1,0.16666666666666666,494
betti,betting,2,0.2857142857142857,4166
bethes,bethesda,2,0.25,15368
bethl,bethlehem,4,0.4444444444444444,15902
betha,bethany,2,0.2857142857142857,18764
bein,being,1,0.2,276
beij,beijing,3,0.42857142857142855,6442
beig,beige,1,0.2,11090
beir,beirut,2,0.3333333333333333,17220
belongi,belonging,2,0.2222222222222222,11045
belonge,belonged,1,0.125,18252
belon,belong,1,0.16666666666666666,6557
belov,beloved,2,0.2857142857142857,10344
believi,believing,2,0.2222222222222222,12806
beliz,belize,1,0.16666666666666666,7885
bellev,bellevue,2,0.25,13768
bellso,bellsouth,3,0.3333333333333333,19364
belgiu,belgium,1,0.14285714285714285,3235
belgia,belgian,1,0.14285714285714285,12264
belgr,belgrade,3,0.375,18755
bela,belarus,3,0.42857142857142855,7793
belk,belkin,2,0.3333333333333333,8229
belf,belfast,3,0.42857142857142855,8744
belm,belmont,3,0.42857142857142855,12667
beache,beaches,1,0.14285714285714285,6913
beaco,beacon,1,0.16666666666666666,11275
beautifull,beautifully,1,0.09090909090909091,9863
beauti,beautiful,3,0.3333333333333333,1396
beaum,beaumont,3,0.375,16387
beari,bearing,2,0.2857142857142857,5919
beatl,beatles,2,0.2857142857142857,6559
beati,beating,2,0.2857142857142857,10347
beate,beaten,1,0.16666666666666666,11016
beasti,beastiality,5,0.45454545454545453,3882
beasta,beastality,4,0.4,9835
beas,beast,1,0.2,4618
beade,beaded,1,0.16666666666666666,13171
beani,beanie,1,0.16666666666666666,15923
beav,beaver,2,0.3333333333333333,6871
benefite,benefited,1,0.1111111111111111,17820
beneficiari,beneficiaries,2,0.15384615384615385,12039
benefic,beneficia,2,0.2222222222222222,
benef,benefi,1,0.16666666666666666,
benea,beneath,2,0.2857142857142857,7736
bened,benedict,3,0.375,16795
benj,benjamin,4,0.5,6276
bendi,bending,2,0.2857142857142857,15063
bende,bender,1,0.16666666666666666,19919
benchmarki,benchmarking,2,0.16666666666666666,16445
benchm,benchmark,3,0.3333333333333333,9006
benche,benches,1,0.14285714285714285,16067
benc,bench,1,0.2,6698
benne,bennett,2,0.2857142857142857,7997
bentl,bentley,2,0.2857142857142857,10539
bento,benton,1,0.16666666666666666,13424
benig,benign,1,0.16666666666666666,17978
bens,benson,2,0.3333333333333333,11947
beng,bengal,2,0.3333333333333333,17522
bedr,bedroom,3,0.42857142857142855,2962
bedd,bedding,3,0.42857142857142855,5913
bedfords,bedfordshire,4,0.3333333333333333,18618
bedf,bedford,3,0.42857142857142855,9010
behi,behind,2,0.3333333333333333,1530
behaviora,behavioral,1,0.1,7568
behavioura,behavioural,1,0.09090909090909091,19243
behaviou,behaviour,1,0.1111111111111111,4758
behavi,behavio,1,0.14285714285714285,
behal,behalf,1,0.16666666666666666,3530
beho,behold,2,0.3333333333333333,14247
beginni,beginning,2,0.2222222222222222,1673
beginne,beginner,1,0.125,9160
begi,begin,1,0.2,1804
bega,began,1,0.2,2110
begu,begun,1,0.2,6895
beyonc,beyonce,1,0.14285714285714285,19173
bey,beyon,2,0.4,
berlio,berlios,1,0.14285714285714285,18520
berl,berli,1,0.2,
berke,berkeley,3,0.375,5850
berks,berkshire,4,0.4444444444444444,11603
berri,berries,2,0.2857142857142857,18203
berm,bermuda,3,0.42857142857142855,7600
bernardi,bernardino,2,0.2,16882
berna,bernard,2,0.2857142857142857,7698
berns,bernstein,4,0.4444444444444444,16750
berni,bernie,1,0.16666666666666666,17950
bevera,beverage,2,0.25,7061
beverl,beverly,1,0.14285714285714285,7690
bev,bever,2,0.4,
bew,beware,3,0.5,12053
bez,bezel,2,0.4,19395
butto,button,1,0.16666666666666666,1204
butterfli,butterflies,2,0.18181818181818182,14387
butterf,butterfl,1,0.125,
butl,butler,2,0.3333333333333333,7039
butc,butcher,3,0.42857142857142855,16339
businesse,businesses,1,0.1,1698
businessm,businessman,2,0.18181818181818182,18893
busi,business,4,0.5,70
buse,buses,1,0.2,8802
busc,busch,1,0.2,14700
buyi,buying,2,0.3333333333333333,1534
buye,buyer,1,0.2,1945
buildi,building,2,0.25,605
builde,builder,1,0.14285714285714285,4811
buic,buick,1,0.2,10424
budgeti,budgeting,2,0.2222222222222222,13998
budgeta,budgetary,2,0.2222222222222222,17554
budg,budget,2,0.3333333333333333,1382
buddi,buddies,2,0.2857142857142857,10818
buddhi,buddhis,1,0.14285714285714285,
buda,budapest,4,0.5,9936
bugg,buggy,1,0.2,17770
bugz,bugzilla,4,0.5,18157
bureauc,bureaucracy,4,0.36363636363636365,19872
bure,bureau,2,0.3333333333333333,2972
burni,burning,2,0.2857142857142857,4428
burnet,burnett,1,0.14285714285714285,18833
burd,burden,2,0.3333333333333333,6302
burto,burton,1,0.16666666666666666,7396
burie,buried,1,0.16666666666666666,7839
buria,burial,1,0.16666666666666666,11145
burl,burlington,6,0.6,8935
burki,burkina,2,0.2857142857142857,10546
burs,burst,1,0.2,9875
buru,burundi,3,0.42857142857142855,10086
burm,burma,1,0.2,11442
burges,burgess,1,0.14285714285714285,16953
burgu,burgundy,3,0.375,13789
burba,burbank,2,0.2857142857142857,17747
burbe,burberry,3,0.375,17891
bulleti,bulletin,1,0.125,3470
bulle,bullet,1,0.16666666666666666,7678
bullsh,bullshit,2,0.25,18354
bulld,bulldog,2,0.2857142857142857,16737
bully,bullying,3,0.375,17806
bullo,bullock,2,0.2857142857142857,19949
bulg,bulgaria,4,0.5,4846
buffa,buffalo,2,0.2857142857142857,4007
bufi,bufing,2,0.3333333333333333,9364
buk,bukkake,4,0.5714285714285714,4940
bunc,bunch,1,0.2,6014
bund,bundle,2,0.3333333333333333,7719
bunn,bunny,1,0.2,9202
bunke,bunker,1,0.16666666666666666,17994
bung,bungalow,4,0.5,18679
bub,bubble,3,0.5,6807
buz,buzz,1,0.25,7377
bucke,bucket,1,0.16666666666666666,10905
buckl,buckle,1,0.16666666666666666,14101
buckinghams,buckinghamshire,4,0.26666666666666666,18100
bucki,buckingham,5,0.5,19340
buch,buchanan,4,0.5,14645
bumpe,bumper,1,0.16666666666666666,9044
bum,bump,1,0.25,10587
bueno,buenos,1,0.16666666666666666,12394
bue,buen,1,0.25,
backgr,background,4,0.4,1582
backga,backgammon,4,0.4,16318
backu,backup,1,0.16666666666666666,3115
backen,backend,1,0.14285714285714285,16232
backi,backing,2,0.2857142857142857,9579
backstr,backstreet,3,0.3,15658
backsta,backstage,2,0.2222222222222222,17523
backy,backyard,3,0.375,10720
backpacki,backpacking,2,0.18181818181818182,14903
backp,backpack,3,0.375,10754
backw,backward,3,0.375,12025
backb,backbone,3,0.375,14065
backd,backdrop,3,0.375,18866
bache,bachelor,3,0.375,5296
bact,bacteria,4,0.5,7614
baco,bacon,1,0.2,9593
bacc,baccarat,4,0.5,13749
baseb,baseball,3,0.375,2294
baseli,baseline,2,0.25,6544
basem,basement,3,0.375,8558
basen,basename,3,0.375,9312
basica,basically,3,0.3333333333333333,5270
basketb,basketball,3,0.3,2373
bask,basket,2,0.3333333333333333,1822
bast,bastard,3,0.42857142857142855,15341
basa,basal,1,0.2,18554
basq,basque,2,0.3333333333333333,18707
babyl,babylon,2,0.2857142857142857,13100
babi,babies,2,0.3333333333333333,5054
badg,badge,1,0.2,8767
badl,badly,1,0.2,9699
badm,badminton,5,0.5555555555555556,16989
banki,banking,2,0.2857142857142857,2637
bankruptci,bankruptcies,2,0.16666666666666666,16455
bankr,bankruptc,4,0.4444444444444444,
banke,banker,1,0.16666666666666666,11353
bandw,bandwidth,4,0.4444444444444444,5094
banni,banning,2,0.2857142857142857,19106
bangl,bangladesh,5,0.5,6490
bangk,bangkok,2,0.2857142857142857,7101
bangb,bangbus,2,0.2857142857142857,8592
banga,bangalore,4,0.4444444444444444,12248
bango,bangor,1,0.16666666666666666,17040
bana,banana,2,0.3333333333333333,9396
banq,banquet,3,0.42857142857142855,10381
banf,banff,1,0.2,16486
banj,banjo,1,0.2,17847
bayl,baylor,2,0.3333333333333333,15734
baye,bayer,1,0.2,18536
bargaini,bargaining,2,0.2,10635
barg,bargain,3,0.42857142857142855,3696
barbar,barbara,1,0.14285714285714285,3790
barbad,barbados,2,0.25,7363
barbi,barbie,1,0.16666666666666666,9805
barbec,barbecue,2,0.25,12677
barbu,barbuda,2,0.2857142857142857,11469
barri,barrie,1,0.16666666666666666,18790
barret,barrett,1,0.14285714285714285,11956
barce,barcelona,4,0.4444444444444444,5981
barco,barcode,2,0.2857142857142857,10508
barnet,barnett,1,0.14285714285714285,17354
barel,barely,1,0.16666666666666666,8207
baref,barefoot,3,0.375,15698
barto,barton,1,0.16666666666666666,11206
bartl,bartlett,3,0.375,14102
barke,barker,1,0.16666666666666666,13587
barki,barking,2,0.2857142857142857,19672
baroq,baroque,2,0.2857142857142857,17275
barl,barley,2,0.3333333333333333,15640
batteri,batteries,2,0.2222222222222222,2853
batte,batter,1,0.16666666666666666,19498
battlef,battlefield,4,0.36363636363636365,7919
battl,battle,1,0.16666666666666666,2540
batta,battalion,4,0.4444444444444444,13664
batti,batting,2,0.2857142857142857,14868
bathr,bathroom,3,0.375,3945
bathi,bathing,2,0.2857142857142857,14564
batc,batch,1,0.2,7409
batm,batman,2,0.3333333333333333,8602
bato,baton,1,0.2,11203
bate,bates,1,0.2,12565
balloo,balloon,1,0.14285714285714285,8245
balle,ballet,1,0.16666666666666666,9039
ballar,ballard,1,0.14285714285714285,10346
ballr,ballroom,3,0.375,13296
balli,ballistic,4,0.4444444444444444,18743
balanci,balancing,2,0.2222222222222222,10092
bala,balanc,2,0.3333333333333333,
baltim,baltimore,3,0.3333333333333333,3665
balt,balti,1,0.2,
baldw,baldwin,2,0.2857142857142857,10463
balc,balcony,3,0.42857142857142855,11146
bagh,baghdad,3,0.42857142857142855,9434
bagg,baggage,3,0.42857142857142855,15962
bakers,bakersfield,5,0.45454545454545453,16070
baki,baking,2,0.3333333333333333,9228
baha,bahamas,3,0.42857142857142855,6694
bahr,bahrain,3,0.42857142857142855,8119
bap,baptis,3,0.5,
baile,bailey,1,0.16666666666666666,7966
bau,bauer,2,0.4,11257
bamb,bamboo,2,0.3333333333333333,11359
bax,baxter,3,0.5,13607
baj,baja,1,0.25,16409
baz,bazaar,3,0.5,18681
bookst,bookstore,3,0.3333333333333333,5634
